doc_id,content,gid,gname
10214,몸무게 현재 나우 크릴 오일 함유량 캡슐 이틀 다시 캡슐 캡슐 함유량 가요 캡슐 이틀 하루 캡슐 급여,0,알수없는그룹
10215,카나 와일드 프레이리 사료 카나 사료 먹기 시작 열흘 그때 빵빵 냄새 빵빵 엑스레이 결과 소장 약간 가스 그냥 걱정 이면 처방 요런 반응 단백 먹이 가스 경험 원래 가요 프리미엄 엣지 어덜트 동안,5,그룹5
10216,우리나라 현재 사회 문제 현상 답글 쪽지 통계 부분 이면 더욱 실업률,0,알수없는그룹
10217,질문 저희 부모님 아이 병원 중성 수술 아이 수술 뭔가 수술 봉합 상처 부위,2,그룹2
10218,가지 사료 사료 방광염 사료 아예 정작 파우치 사서 로얄 알갱이 거의 시작 힐스 아주 싹싹 번갈아,5,그룹5
10219,생후 저번 토욜 아침 덩어리 소식 분유 페베 비율 변비 분유 비율 오히려 변비 오늘 아침 왜냐면 페베 아마 내일 장마 시지 배변 유도 고함 발악 톡톡 안해 한번 수유 한번 이제 제법 뒤뚱거리 시원 본적 빵빵 어째 하나요 모래 모래 한번 아우 걱정 새끼 관장 쇼크 수도,5,그룹5
10220,새끼고양이 독립 다른 영역 그냥 원래 계속 길고양이 가족 새끼 자라 안보 이면,0,알수없는그룹
10221,집사 치즈 남아 맛동산 우렁찬 감자 고등어 감자 계속 토끼 가라 걱정 그루밍 모습 정말 한번 오리 퓨어 비타 무난 계속 토끼 가구 무엇 토끼 가라 유산균 제품,5,그룹5
10222,저희 고층 한기 작년 겨울 아침 콧물 점성 평소 걱정 사서 타입 재채기 콧물 증상 감기 걱정 경우 플루 맥스 먹이 도움 겨울 미리 준비 의사 처방 조언 임의 증상 판단 건가 저런 경우 고수 고다 조언,2,그룹2
10223,현재 플루 맥스 먹이,0,알수없는그룹
10224,우리 아파트 계속 관리소 사료 지시 항상 청소 계속 장소 아침 녀석 나무 사이 민달 뱅이 콘크리트 아파트 기둥 최근 아침 저녁때 청소 청소 시간 피해 아침 일찍 청소 시간 저녁 아침 사료 수거 고다,5,그룹5
10225,망고 링웜 치료 중이 고다 왓습 오늘아침 해도 녀석 차차 둘째 엊그제 눈꼽 한쪽 결막염 가장자리 갈색눈꼽 계속 오늘아침 엄마 망고 먹이 점심 려고 스크래쳐 바닥 똥칠 일단 덩어리 갈색 카레 엄마 임신 아이 구충 다음 혹시 차차 감염 기생충 아침 오후 병원,5,그룹5
10226,일본여행 혹시 국내 판매 처가 아시 아이 걱정 다시 일본 수도 노릇 혹시 간식 판매 아시,0,알수없는그룹
10227,관련 담당자 부재 시청 담당자 항상 자리 제주 길냥이 인연 지금 이번 새끼 전부 어미 비쩍말 임신 건강 걱정 신청 혹시 제주도 지원 관련 아시 계심 도움 한림 월령 근처 고다 캣맘 대디 동네 고양이 사람 걱정 바로 옆집 근처 교류 계시 정보 교환,5,그룹5
10228,혹시 미래 위해 덕이 비상 매달 지금 정도 정도 아야 안정 병원 수술 대충 얼마 정도,0,알수없는그룹
10229,에버 쭈욱 가루 가루 응고 고양이 모래 추천,0,알수없는그룹
10230,중성 수술 분량 처방 중성 수술 일주일 딱지 염증 딱지 염증 깊이 부터 염증 제거 고환 구멍 원래 살이 수의사 염증 원인 계속 주변 세균 염증 염증 원인 상처 깊이 염증 염증 수술 과정 염증 염증 생기 기도 병원 과실 고양이 수술 염증 처음 오늘 마취 주사 소독 매일 가야 며칠 다시 재수술 병원 강아지 고양이 데리 근래 진료 병원 과실 판단 처음 고요 의사 과잉 진료 편이 신뢰 주변 강아지 매일 때문 여기 계속 예정 염증 수술 원인 확신 화가 답정너 의견,2,그룹2
10231,부분 삭제 작성 디카,0,알수없는그룹
10232,검색 얼마 추천 병원 야간 재질 전화 문의 건아 염증 오늘 시간 병원 바로 동물 센터 염두 거리 금호 쌍촌 치평 진료 병원 추천,2,그룹2
10233,오늘 집사 완전 초보 집사 정말 고민 고민 오늘 묘연 개월 중성 입양 동물 정말 처음 질문 원목 캣타워 캣폴 사려 캣타워 캣폴 캣타워 장단점 캣폴 장단점 냥이 기호 개월 중성 아가 사료 검색 중성 찌기 때문 그냥 아가 사료 먹이 사료 추천 아가 지금 수납 바구니 그냥 그대로 혼자 아가 사진 묘연 아가 만큼 최선 다해 그게 도리어 아가 이상 초보 집사 질문 답변 부탁,5,그룹5
10234,처음 미용 미용 원래 길이 보통 얼마,0,알수없는그룹
10235,저희 신지 이면 초보 집사 오늘 새벽 다다 얼굴 코뼈 훌쩍 코피 노견 마리 아침 보조 강아지 그릇 유산균 오메가 캡슐 먼저 안주 싱크대 그릇 유산균 보고 오메가 무엇 인지도 이제 개월 길냥이 한참 성장기 유산균 오메가 급여 안해 지금,5,그룹5
10236,이제 개월 고양이 수도 하나요,0,알수없는그룹
10237,첫째 약간 느낌 부분 삭제 작성,0,알수없는그룹
10238,가정 처음 가정 분양 수컷 코숏 유기묘 됫어 친구 암컷 임신 상태 격리 아가 격리 어요 스트레스 새끼 마리 정도 됫을때 어미 머리 마리 사이 서로 악질 투룸 서로 난리 침대 신발장 애기 아이 난리 어쩜,5,그룹5
10239,길냥이 엄마 애기 이나 하나 그날 마리 조금 가게 오밀조밀 자리 이동 생각 다섯 현대 이지나 중성 거듸 마리 암놈 마리 숫놈 가게 가을 곤햇 주전 뒷마당 진입 도망 가까이 가면 댕기 다가 다시 들엿는데 이후 언제 울면 보고 도망 누가 학대 알껍니 정말 현재 근처 뺑뺑 잠도 참나 전날 응급실 눈치 원래 저리 하나요,5,그룹5
10240,방금 바깥 애기 애기 발라 앞발 덤불 머리카락 순간 약간,0,알수없는그룹
10241,요즘 자꾸 오줌 화장실 자리 거기 다가 계속 볼일 때문 락스 보고 에탄올 페브리즈 소용 요즘 신경 불만 표시,0,알수없는그룹
10242,땅콩 몰래 찍기 지금 병원 몸무게 그냥 그날 저녁 사료 먹이 금식 오라 체중 혹시 며칠 지금 저희 첫째 개월 정도 접종 광견병 사도 중성,5,그룹5
10243,질문 대로 월욜 중성 지금 본드 상태 오줌 테러 지금 일거수일투족 감시 주의 토욜날 서울 아침 일찍 가야 하루 종일 그때 이면 넥카 퓰러 상처,5,그룹5
10244,게시판 용도 규칙 고양이 질문 게시판 제약 이용 집고양이 품종 임의 교배 발정 임의 교배 출산 입양 관련 질문 경우 가입 강퇴 부분 삭제 작성 오인 성묘 활동량 지도 달동 소리 몇번 하루 한번 이상 사료 정수기 얼마 감자 애기 주먹 모양 며칠 화장실 시간 바로 화장실 입구 어슬렁 거리 퇴근 오거 아침 일어나서 확인 맛동산 배출 감자 정말 감자 정도 아가 주먹 크기 모래 모래 전체 갈이 데리 이주 이번 토욜날 할껍니 이주 한번 정도 모래 갈이 리터 락커 배변 냄새 모래 모래 오줌 냄새 무엇 냄새 여기 모래 냄새 달라 방광염 증상,5,그룹5
10245,익산 익산 병원 담합 병원 자체 무니 차라리 다른 지역 전주 군산 건강검진 비용 얼마 정도 하나요,0,알수없는그룹
10246,조금 계속 접시 먹기 연습 인대 자꾸 거부 만하,0,알수없는그룹
10247,재채기 입맛,0,알수없는그룹
10248,박테레스 성분 록스 성분 효과,0,알수없는그룹
10249,로얄 닌키튼 다른 오리 블랙 우드 제품 비교 로얄 닌키튼 성분 구리 로얄 닌키튼 사료 비교 기타 가요 정말 로얄 캐닌 사료,5,그룹5
10250,고양이 빼주 외출 보통 착용,0,알수없는그룹
10251,여자아이 중성 예약 수술 당일 하루 종일 다음 나가야 중간 점심 시간 정도 계속 그냥 날로 수술 날짜 다시 수술 환묘 복만 혼자,0,알수없는그룹
10252,둘째 입양 오늘 격리 중이 다행,0,알수없는그룹
10253,,0,알수없는그룹
10254,어제 저녁 의견 어보 카나 피카 생식 사카 유산균 줄곧 무른변때문 진단 상태 거의 덩어리 붉은빛 화가 생식 상태 생식 캣츠 껍질,5,그룹5
10255,오늘 접종 처음 하루 종일 기운,0,알수없는그룹
10256,고양이 초보 집사 분양 정도 벤토 나이트 사막화 먼지 걱정 두부 모래 적응 용변 벤토 나이트 두부 모래 적응 가끔 오줌 테러 화장실 이번 달이 모래 부모 두부 모래 생각 계속 계속 계속 대변 화장실 여기저기 오줌 테러 원래 아기 고양이 부모 적응 가요 지금 벤토 나이트 부모 적응 사용 테러 화장실 용변 미숙 집사 고양이 고생,5,그룹5
10257,메리 겨울 요즘 날씨 혹시 방석 핫팩 고다 겨울 대비,0,알수없는그룹
10258,어제 중성 개월 수컷 이인 접종 병원 중성 고다 다른 병원 접종 수첩 그냥 접종 날짜 전날 문자 항체 검사 일절 오늘 고다 접종 정도 항체 검사 보고 지금 항체 검사 해도 지금 넥카라 스트레스 상태 일주일 정도 병원 아무 병원 가도 항체 검사 접종 병원 다시 가기 중성 병원,2,그룹2
10259,인스타 금액 정도 진짜 밥그릇 하나 그릇,0,알수없는그룹
10260,개월 간식 생각 간식 대본 사료 사료 일주일 세번 간식 음식 혹시 아시,0,알수없는그룹
10261,넥카 스트레스,0,알수없는그룹
10262,저희 아파트 길냥이 간식 백원 만하 생전 본적 고양이 기도 강아지 기도 이빨 이빨 소리 턱턱 크게 소리 하나 비비 거리 애교 냄새 대면 거리 만하 세번 캭캭 거리 거나 비명 소리 차밑 후다닥 지금 미니 스틱 쮸루 그게 주식 그것 주기도 사료 정말 고양이 매력 얼마 간식 사료 마음 혹시 고다 오시 집사 증상 고양이 보신 만약 염증상 하나라 고양이 처방,5,그룹5
10263,우리 뚱냥 뉴트 내추럴 초이스 어덜트 치킨 브라운 라이스 웨이 매니지먼트 고양이 사료 냄새 사료 저번 홀리스 다이어트 사료 피똥 다시 곡물 다이어트 사료 기호,5,그룹5
10264,진정 발톱 아예 하니 병원 는걸,0,알수없는그룹
10265,아가 유임 보중 지금 거의 간격 분유 먹이 분유 한번 정도 젖병 배변 유도 조금 약간 케찹 정도 조금 점액 다시 수유텀되 분유 상자 담요 배변 유도 여기저기 물티슈 살살 양도 새똥 덩어리 이불 처음 합치 거의 손가락 한마디 이번 끈적거렸구 질문 배변 유도 아가 어디가 거리 느낌 정상 바닥 자꾸 끙끙 담요 가장자리 벽쪽 타고 건가 분유 사용 다시 사용 이구 팔팔 인물 분유 탈때 다시 분유 목욕 절대 금물 물티슈 배변 유도 거나 크게 대서 경험 아가 혹시 모든 질문,5,그룹5
10266,친구 고양이 동물 박람회 강아지 고다 참고 질문 첫째 예방접종 이제 종합 백신 주사 한번 가요 주사 가요,5,그룹5
10267,이제 조금 종합 접종 대략 비용,0,알수없는그룹
10268,전라남도 광주 지역 보통 얼마 정도 드나 혹시 개월차 고양이 아기 한번 보고 바로 중성 고양이 부작용 집사,0,알수없는그룹
10269,개월 계속 얼마 쉬바 파우치 주식 파우치 줄알 다분 이상 사료 자율 식이 아침 무조건 주식 지위 내추럴 발란스 밀크 소량 가끔 주식 초유 스푼 츄르같 간식 일주일 정도 저녁 가슴 간식 파우치 일주일 정도 사료 꼬박꼬박 주말 아침 저녁 주식 주식 차라리 사료 사료 고다 가끔 간식 안주시 고민,5,그룹5
10270,둘째 달이 처음 기운 그냥 정도 병원 손톱 한번 장염 때문 고양이 임보 그때 처음 긴장 금세 무릎 애교 부리고 첫째 하루 경계 다른 가족 가까이 가도 거리 한텐 정도 긴장 하악거릴때 벌써 달이 식이 방금 목욕 공격성 그냥 무시 원래 성격 경험 신분 조언,5,그룹5
10271,집사 동안 다이어트 돌입 계란 노른자 이상 콜레스테롤 때문 이유 모름 노른자 노른자 보양식 기도 메일 수량 노력 애가 밀크 고양이 우유 그릇 원샷 노른자 우유 계란노른자 유제품 무리 노른자 반숙 이어도,5,그룹5
10272,고양이 연락 피부병 치료 생각 시작 점점 이제 병원 경제 안락사 고려 생각 조금 원래 흰색 습보 마음,0,알수없는그룹
10273,이제 중성 병원 미리 땅콩 어디가 덴지 수술 고다 추천 자비,0,알수없는그룹
10274,둘째 다이소 네트 케이블 타이 방법,0,알수없는그룹
10275,오늘 심장 사상충 접종 심장 사상충 거마 오늘 동물병원 금보 마르지 애가 정상 초보 집사 모든 걱정,5,그룹5
10276,매번 사료 몇번 시늉 가면 막상 진짜 정말 외동 화장실 맛동산 한번 하루 감자 번은 아주 개월 거지 예전 할머니 임보땐 맛동산 하루 맛동산 자주 두부 모래 냄새,5,그룹5
10277,의자 세상 소파 고양이 먹잇감 다른 방법 가죽 재질 가구 고양이 공생,0,알수없는그룹
10278,변비 젠틀 다이제스트 먹이 효과 아이 허브 락토비프펫 닥터 콜라 고양 이용 주문 통관 걱정 최근 구매 신분,0,알수없는그룹
10279,마리 이제 개월 정도 초보 집사 중성 수술 중성 때문 병원 여자애 선천 슬개골 관리 지장 다만 살이 관절 양제 먹이 아이 영양 제로 먹이 관절 양제 추천 종류 경험 추천,5,그룹5
10280,우리 마당 중성 살이 새끼 우리 어미 둥이 살이 장난 임신 자리 그대로 지방 매일 산책 그늘 산책 한번 고양이 임신 소리 매일 깃털 장난감 주지 혼자 간식 하루 아침 사료 고등어 가슴 주식 자율 급식 이제 안해 마다 식사 시간 밥그릇 수거 옮니 고다 사료 추천,5,그룹5
10281,애가 부비동염 입맛 지금 가까이 이번 종류 구매 정말 방법 입도 안대 진짜 눈물 지경,0,알수없는그룹
10282,이제 개월 수컷 장난감 자기 그릇 트리 그릇 빠트리 장난감 몇개 이유,5,그룹5
10283,덩이 위구 핏자국 모기 어제 모기 마리 거실 기분 먹기,0,알수없는그룹
10284,저희 제품 오늘 얼굴 정상 환절기 감기 걱정 참고 잠도,0,알수없는그룹
10285,친정 개월 정도 결혼 이개 개월 정도 수술 일주일 입원 남편 일찍 혼자 시간 친정 일주일 그냥 오히려 스트레스 지금 앤데 친정 고양이 마리,0,알수없는그룹
10286,멸치 다시 멸치 계속,0,알수없는그룹
10287,근처 고양이 울음소리 주차 차밑 마리 계속 방치 만남 아이 아이 아이 달라 눈꼽끼듯 안약 사서 고름 무수 억지로 고름 안약 몇번 서서히 아주 약간 친구 출산 만삭 임산부 계속 아이 서울 성북구,5,그룹5
10288,스트레스 마당 마리 길냥이 자리 마리 자매 나머지 마리 마리 마리 암컷 새끼 새끼 이제 정도 사료 사료 월요일 병원 췌장염 지방간 입원 오늘 퇴원 문제 어미 고양이 스트레스 기껏 치료 부담 안고 치료 새끼 고양이 악질 기만 스트레스 통조림 새끼 때문 마리 보통 계속 하학 방법,5,그룹5
10289,첫째 이제 남자 개월 정도 남자 아이 데리 고민 저희 첫째 개냥 낯가림 둘째 생각 성격 생각 둘째 고려 다다 때문 연락 지인 조언 고민 다른 성별 조금 고민 조언 구합,5,그룹5
10290,엄마 아빠 아들 모시 개월 녀석 꼬박 엄마젖 엄마 송곳 젖몽 우리 스스로 땔때 강제 출산 반년 동안 가짜 암거 그것,0,알수없는그룹
10291,금전 바닷가 아이 색깔 성묘 치가 아보 인식표 대요,0,알수없는그룹
10292,주변 가끔 장난감 캣맘한분 모습 보고 전화번호 다음 부담 얼굴 한번 본적 무슨 부탁 하련,0,알수없는그룹
10293,주전 야매 미용 목욕 저번 주말 하나 여드름 딱지 지면 점점 내일 병원 목욕 때문 방광 결석 때문 고생 이번 피부,5,그룹5
10294,어미 관리 꼬물이 가정 정도 눈꼽 피스 다른 질병 경우,0,알수없는그룹
10295,오늘아침 지금 하나 도안 북어 트릿 다다 도하 잠도 어제 면역 병원 추천 아침 하나 거부 그때 걱정 어디,5,그룹5
10296,근처 시댁 주차장 다가 며칠 가면 자리 동그마니 본적 츄르 혹시 당산동 컷팅 추석 신경 언제 여기,0,알수없는그룹
10297,개월 원목 수도 역시 개월때,0,알수없는그룹
10298,동네 성년 차밑 레시 비취 가면,0,알수없는그룹
10299,애기 개월 개월 이하 간식 주지 음식 개월 주어 애기 개월 인지 애정 사진 개월수 우선 사진 첨부 오뎅 앞발 엄마 며칠 새끼 애기 애기 소리 애기 개월,5,그룹5
10300,구입 사슴 용량 주말 검색 혹시 판매,0,알수없는그룹
10301,옆선 사람 저희 아이 사람 사진 공유 다른 태도,0,알수없는그룹
10302,초보 개월 개월 마리 귀가 개월 누나 이의 그루밍 부위 지도 귀가 척척 정도 계속 척척 누나 이도 몇번 자리 때문 때문,5,그룹5
10303,며칠 청바지 냄새 냄새 휘발 냄새 무슨 냄새 인지 인터넷 검색 유황 냄새 유황 냄새 인지도 경험 신분 냄새 세탁 방법 주신 위해 아이 사진 한장,0,알수없는그룹
10304,우선 지금 프랑스 고양이 집사 한국 프랑스 고양이 그저께 호흡 밤새 아침 응급실 원래 난로 전기장판 스트레스 진정 아침 병원 아침 소방 엑스레이 사진 폐가 엉망 폐가 엉망 재앙 수준 걱정 소방 테스트 때문 심장 심장 이상 심장 초음파 어제 전화 일단 조금 안정 소방 테스트 결과 아침 다시 오늘 아침 다시 전화 천식 테스트 진행중 우리 애가 스트레스 움직 진행 상황 테스트 마치 원인 바이러스 테스트 프랑스 환경 가끔 기침 재채기 환절기 유독 기도 병원 검사 수의사 의견 이제껏 문제 신장 레아 수치 사료 검사 집중 호흡기 그저께 갑자기 호흡 엑스레이 문제점 발견 거구 평소 화장실 가끔 기침 금방 청소 공기청정기 환기 양제 먹이 급작 호흡 곤란 오니 하늘 병원 계속 테스트 스트레스 원인 쁘니 소방 계속 이야기 병명 무엇 때문 진단 원래 아이 스트레스 가쁘 평소 혹시 입원 스트레스 가쁘다 아이 소방 수도 혹시 엑스레이 폐가 천식 관련 호흡기 관련 문제 집사 정보 공유 욕심 때문 여기 고생 마음 눈물,5,그룹5
10305,중성 검색 어제 오늘 고다 계속 월욜날 개월 중성 그날 저녁 한숨 자고 일어나서 컨디션 정도 화요일 오전 오후 츄르 연어 약도 컨디션 정도 어제 오전 수욜 갑자기 입맛 잠깐 정도 쇼파 구석 단식 투쟁 중이 출근 오전 엄마 연락 오후 퇴근 자마자 츄르 입가 영혼 마냥 시큰둥 몇번 시도 포기 그냥 스트레스 주기 하루 문제 오늘 아침 오전 엄마 연락 아침 애가 방문 소변 실수 다시 쇼파 기력 쇼파 가쁘 중성 병원 연락 바로 크게 이상은 그냥 다만 애가 말씀 혈관주사 주사 다시 쇼파 가선 쌕쌕 거리 두문불출 걱정 일찍 퇴근 계속 식사 병원 하루 이틀 정도 그냥 애기 스트레스 정상 엄마 오전 크게 걱정 병원 다시 연락 상태 애가 다만 문제 오히려 사람 사람 자기 제일 주인 문제 병원 병원 주사약 때문 소변 보기 화장실 방문 바닥 소변 실수 의사 쌤말 소변 안보 문제 소변 혹시 물이 물이 수술 한지 며칠 지금 중성 검사 병원 선택 사항 검사 진행 결과 정상 이상없다 애가 병원 오늘 병원 데리 스트레스 다른 문제 해도 신경 걱정 영상 모습 영상 고다,5,그룹5
10306,점점 시작 계속 설사 페베 분유 비율 부터 최근 한번 거기 설사 하니 체중 검색 분유 어제 구매 처음 역시 설사 오늘 점심 이전 비율 점심때 비율 설사 지금 비율 식욕 기운 설사 이외 문제 하나요 아이 설사 똥꼬 자주 상처 부분 난리 물티슈 적신 손수건 동원 혹시 방법 아시,5,그룹5
10307,귀가 귀가 가용,0,알수없는그룹
10308,아이 동전 감자 이외 모든 정상 그루밍 싱크대 간식 지금 자고 빵빵 마려 기색 전혀 상황 론것 갑자기 가요 거동 상황 혼자 남편 병원 생각 머릿속,5,그룹5
10309,오늘 지역 까페 분과 얘기 저희 호두 논길 처음 진료 수의사 임신 일수 동안 전혀 그냥 진료 주식 인지 빵빵 나이 정도 지금 달이 발정 행동 며칠 중성 화가 생각 오늘 얘기 정도 발정 거의 오지 처녀 지금 렉돌 유기묘 당시 인천 동물 대학병원 얘기 발정 고다 통해 쭈욱 중성 생각 고다 발정 징후,5,그룹5
10310,남성 주위 도움 부모님 주위 고양이 고양이 결혼 길냥이 마리 주위 고양이 부모님 더욱 남성 어려움 험담 질문,1,그룹1
10311,스콧 티쉬폴드 집사 개월때 유전병 확진 지금 벌써 살이 양제 세라 대해 질문 세라 원래 종류 세라 세라 세라 종류 가요 그냥 세라 세라 캣중 구매 가요,5,그룹5
10312,작년 접종 추가 접종 안해 선배 집사 조언 부탁,0,알수없는그룹
10313,피부병 링웜 고양이,0,알수없는그룹
10314,원래 믹스 가끔 믹스 얘기 마리 연어 거의 마리 연어 나머지 마리 성분 기호 추천 사료 추천 내추럴 발란스 울트라 치킨수프 나우 먹이,5,그룹5
10315,강아지 개린 엄마 야옹이 동네 길고양이 얼마 동네 새끼 아가 사료 사료 비상 시저 불고기 몇개 평소 사료 커클랜드 고양이 사료,5,그룹5
10316,애기 자기 밥그릇 인지 하나요 밥그릇 래서 그릇 그릇 마리 난리 각자 그릇 사료 그릇 녀석 저녀녁 한번 그릇 분리,5,그룹5
10317,달좀 이습 사료,0,알수없는그룹
10318,나이 양제 캡슐 크기 커서 노하우 펌프 냄새,0,알수없는그룹
10319,친구 위해 원목 화장실 그게 처음 사용 요즘 아주 가끔 가도 마음 갑자기 저희 침대 화장실 어제 소변 대변 모두 원목 화장실 오늘 소변 화장실 침대 원목 화장실 적응 원목 포기 원래 화장실 참고 저희 아이 우리 이후 줄곧 두부 모래 사용 벤토 화장실 적응 도움 고다,5,그룹5
10320,길고양이 마리 계속 검색 구내염 일단 병원 처방 가격 얼마 정도 하나요,0,알수없는그룹
10321,상희 동물병원 대체 근처 처방 병원 아시 절대 델구 비염 감기 요즘 환절기 좀더 한쪽 덩치,0,알수없는그룹
10322,원래 요즘 부쩍 다리 혹시 무게 다리 걱정,0,알수없는그룹
10323,검색 닥터 콜라 오늘 직구 프로 할인 구입 사진 검색 사진,0,알수없는그룹
10324,새끼 고양이 이유 뭔가 포카리 설탕 분유 억지로 먹이 병원 검사 아무 이상 링겔 거의 정도 진짜 걱정 사람 화장실 유독 화장실 바닥 자꾸 물통 이유,5,그룹5
10325,요새 애입 주위 딱지 양치 치약 오늘 책상 정리 다가 책상 가루 발라 그게 지퍼 이빨 자국 발톱 자국 구멍 송송 설마 가루 냄새 얼굴 깜짝 한참 얼굴 동안 딱지 으헝 동안 얼마나 종류 나중 걱정 화장품 얼마 새벽 실토 도대체 이상 병원 사진 진작 걱정,5,그룹5
10326,침대 시작 어제 혼자 뭔가 불위 이불 방금 침대 침대 요즘 자꾸 벌써 발정기 나이 길냥이 살인 지도 구조 만해 완전 지금 찌찌 밍콩 제일,0,알수없는그룹
10327,오리 버전 건가 사료 나우 또뭐,0,알수없는그룹
10328,식빵 자세 자세 흉수 복수 워낙 걱정 자세 경험 댓글 부탁,0,알수없는그룹
10329,개월 코숏 오인 접종 감기 기운 병원 요양 처음 증세 다른 병원 진료 주사 가루약 오늘 주사 다시 방문 원래 병원 가나 고양이 증상 재채기 코로 콧물 눈물 눈꼽 아침 한번 요즘 거나 현상 다다다 아침 모닝 맛동산 생산 고양이 감기 관리 방법 인천 계양역 병원 추천,2,그룹2
10330,불키 크게 바위 평생 오늘,0,알수없는그룹
10331,어요 근처 뺑뺑 먹엿는데 어찌 사랑 정말 애끼 존재 이틀 집안 유인 엄마 가끔 나갓 라보 더니 울면 미가 혼자 왓습 고양이 원래 이해,5,그룹5
10332,먹이,0,알수없는그룹
10333,발바닥 거뭐,0,알수없는그룹
10334,구조 한지 정도 그땐 찌찌 어제 오늘 이불 대요 쪼그마 아이 벌써 발정 온건 가요,0,알수없는그룹
10335,순심이 엄마 그것 어디 입도 안대 토로 토로 최저 가로 아시,0,알수없는그룹
10336,길고양이 미모 사람 이쁜이 아이 갑자기 사진 그냥 츄르 증상,0,알수없는그룹
10337,얼마 불과 주전 정도 퇴근 사료 조금 집사 그냥 주자 명감 아이 고작 사료 부인 건데 얼마 기사 얘기 정말 명감 차라리 무관심 낫다 길위 아가 시작 희망 가지 시간 아가 좌절 생각 이오나 천둥 이치 아이 아이 기다림 실망 준비 생각 그게 조언 대디 한일 다른 아가 다른 조언,5,그룹5
10338,유전병 집사 개월 인대 젤리 약간 보랏빛 대요 증상 하나 걱정 원래 염색체 적응 구석 진곳 먼지 때문 걱정,0,알수없는그룹
10339,조금 흠칫 사료 내일 사진 가지 병원 방문 자꾸 개월 정도 엄마 혼자 속도 거뭇거뭇 바닥 꾹꾹 피스 곰팡이 사료 콧물,0,알수없는그룹
10340,저희 이불 이불 아래쪽 파고 설사 지금 부터 설사 병원 세번 정도 병원 고생 전력 어제 오늘 이불 파고 설사,0,알수없는그룹
10341,잠시 사이 개월 아기 간식 하나,0,알수없는그룹
10342,아가 스크래쳐 사용 병원 좀더 소리 항상 캣닢가루 이제 월반 월반 아가 중독 사용 얼마 간격 시럽 펌프 정도 퐁퐁퐁,0,알수없는그룹
10343,아기 이유식 가슴 살이 대파 양파 당근 육수 다음 가슴 잠시 식음 아기 사이 고양이 가슴 야채 양념 하진,0,알수없는그룹
10344,용량 사려 품절 얘기 혹시 판매 아시,0,알수없는그룹
10345,오늘 우리 이스 거꾸로 탁탁 아주 벌레 기어 먼지 더듬이 벌레 경험 이번 레볼루션 집안 온통 걱정,0,알수없는그룹
10346,부터 그릇 점프 싱크 설거지 싱크 바닥 고인 물이 바닥 고인 물이 투명 수전 혹시 아로마 오일 고양이 하진 아로마 오일 퓨저 사용 혹시 고양이 생각,0,알수없는그룹
10347,결막염 병원 안약 처방 하루 한번 방울 억지로 방울 항상 약간 눈물 살짝 안약 안약 포러스 주황색,2,그룹2
10348,오늘 중성 바닥 여기저기 여러 냄새 충격 신랑 눈치 보이 인솔 그것 가글 일단 헹궈 티슈 방안 입구 냄새 진동 을해 냄새 방법,0,알수없는그룹
10349,둘째 오른쪽 멍울 사람 다래끼 병원 혹시 질문 거리 항상 똥글똥글 깜박 거립니 별로 보기 사람 다래끼 혹시 증상 대해 아시 병원 냅둬봐야할런,0,알수없는그룹
10350,마리 초보 집사 사막화 심해 매트 화장실 두부 모래 오줌 사람 화장실 현관 다시 벤토 모래 지인 키스 카미 추천 제품 보고 눈꼽 먼지 감자 고구마 추천 부탁 화장실,5,그룹5
10351,아침 점심밥 하나 도안 소리 소리 기분 은줄 마음 하루 종일 가슴 고다 하소연 댓글 집사,5,그룹5
10352,그냥 사료 물토 한번 원랜 식탁 한번 한적 식탁 삭았 상태 우선 밥그릇 걱정 그거 제외 식탁,0,알수없는그룹
10353,별명 돼지 돼지 주말 준비 금요일 주말 내내 책보 려고 준비 백과사전 고양이 포유류 잡식 펀치 공격기 감성 고양이 정보 서적 정도 고양이 창가 우리 티비 바로 시늉 꿀팁,0,알수없는그룹
10354,창원 마산 병원 해도 응급 수술 아이 급성 범백 수액 링거 바늘 자체 신랑 방법 상태 수액 도움 요청,2,그룹2
10355,원룸 중인 미혼 심지어 초보 집사 고다 대부분 요구 기본 조건 자진 탈락 분양 손가락 분덕 첫째 입양 분양 말씀 순간 여느 마중 손길 순간 직장 사정 처음 근무 부벼 대고 출근 아침 사람 하루 고양이 이틀 이상 이야기 게다가 워낙 조신 첫째 제대로 표현 내내 외로워 하야 차라리 나이 다른 성별 둘째 마음 실상 첫째 임보 시절 다른 동족 다른 동족 눈치 보고 자진 사리 오직 참고 순둥순둥 녀석 지난 지금 집사 역시 녀석 비록 전부 표현 어리광 분명 외로워 둘째 그냥 다른 고양이 눈치 양보 사랑 관심 독차지 나은 제법 고민 새끼 결정 가장 미래,5,그룹5
10356,개월 남아 오늘 중성 의사 시간 사료 사료 아주 허겁지겁 문제 얼마 사료 지금 자고 조금 당장 병원,5,그룹5
10357,장속 소화 시간 생식 생식 직장인 현실 아침 생식 사료,0,알수없는그룹
10358,나은 경우 신분,0,알수없는그룹
10359,살반 애기 이후 부쩍 귀지 턱드름 예전 즈칸 이후 계속 관리 현재 나우 사료 다시 조금 눈꼽 코딱지 항상 먼지 귀지 턱드름 안나 사료 추천,5,그룹5
10360,양옆 털색 땅콩 남아,0,알수없는그룹
